name,author,pub_date,press,now_price,pre_price,discount,outline,img_url,size,paper,package,suit,isbn,category,detail,catalogue,content,author_detail 
 万历十五年 一本好书 腾讯视频栏目推荐 （《人民的名义》多次提到《万历十五年》，为什么这么多人研究呢？三联书店出版黄仁宇先生的成名代表之作。万历十五年是大明王朝的转折点，腐败、敷衍，社风奢靡，都是悄悄埋葬大明王朝的导火线，值得当下深思。）,黄仁宇,2006-06-01,生活.读书.新知三联书店,24.70,26.00,9.5折 ,明万历十五年，即公元1587年，在中国历史上原本是极其普通的年份。 这是对当代中国人来说具有重要意义的一部经典之作。它的重要在于，这本书提供了一种对当时的中国人来说，具有颠覆意义的叙述历史的新方式。在此之前，国人的历史写作，是意识形态的一部分，是政治宣传的一部分。几乎所有的历史书都是一种模式，一种口吻，一种角度，只提供了一种画面。黄仁宇的这本书，简直是给我们开放了另一个世界，每一位阅读这本书的大陆人都会震惊，原来历史可以这样写，原来历史是如此的有趣、复杂、丰富，原来历史人物并不像我们的教科书上讲的那样单调、格式化。从某种意义上说，这本书就像一道匕首，撕开了由意识形态统治历史写作的铁幕。 在《万历十五年》出版之后， 中国历史学界的精神面貌就焕然一新了 ，中国人的历史阅读,http://img3m5.ddimg.cn/98/7/23445575-1_b_5.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787108009821,"图书,历史,历史随笔,图书,文化,传统文化,其他",,,,
 人生海海（莫言盛赞！董卿、高晓松反复阅读，杨洋、李健倾力推荐！2019麦家新作） 人生海海，何必在意一时沉浮！《风声》作家、茅盾文学奖得主麦家2019强力之作，挑战常人不敢落笔之处，解密人性的荒唐与高尚。,麦家,2019-04-16,北京十月文艺出版社,55.00,55.00,,★人生海海，何必在意一时沉浮！ ★茅盾文学奖得主麦家2019强力超 越之作！挑战常人不敢落笔之处，解密人性的荒唐与高尚！ ★莫言、高晓松等倾心力荐！ -小说的迷人之处就在于它能把不存在的人物写得仿佛是我们的朋友，麦家的《人生海海》就是这么迷人。 诺贝尔文学奖得主莫言 -有人说，稀奇古怪的故事和经典文学的直线距离只差三步。但走不完的也正是这三步。麦家的了不起在于他走完了这三步，且步伐坚定，缓慢有力，留下的脚印竟成了一幅精巧诡秘的地图。 王家卫 -《人生海海》是麦家老师跨越了自己的第 一座高峰，向内心深处的文学攀登下一座高峰的大作。 高晓松 ★暌违八年，历经五年打磨，重磅之作！ -我想写的是在绝望中诞生的幸运，在艰苦中卓绝的道德。我要另立山头，回到童年，回去故乡，去破译人心和人性,http://img3m5.ddimg.cn/51/34/26921715-1_b_2.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787530219218,"图书,小说,中国当代小说",,,,
 我不敢说，我怕被骂 ★超级奶爸邓超微博推荐的绘本：《我不敢说我怕被骂》《爱打嗝的斑马》《我喜欢自己》《是谁嗯嗯在我的头上》：坦诚面对自己，是需要勇气的事。经典畅销绘本 我爸爸我妈妈、大卫系列、花婆婆、奥莉薇系列、大脚丫系,皮姆,2016-09-01,北京联合出版公司,34.10,34.80,9.8折 ,"哎呀，肚子里有太多秘密，要爆炸了！ 莫伊拉有好多事都不敢告诉爸爸妈妈： 自己太笨手笨脚，看到裤袜上的线头，忍不住去揪，结果把裤袜弄出一个大洞； 自己太任性，因为不爱吃梨，就偷偷把梨扔进了垃圾桶里； 自己太调皮，穿妈妈的婚纱玩过家家，着急撒尿竟然尿在了婚纱上 一个又一个小秘密，被莫伊拉塞进了肚子里，她不敢告诉爸爸妈妈，怕他们会生气，可到*后，秘密在肚子里消化不了，莫伊拉连饭也吃不下，肚子好难受！ 大哭一场之后，秘密一个接一个蹦了出来，爸爸妈妈没有生气，还温柔地安慰莫伊拉：""我们永远都是**爱你的。"" ""我有全世界*好的爸爸妈妈！""莫伊拉在一件件小事积累起来的内疚感中挣扎了一整天后，终于发现，把所有秘密都告诉爸爸妈妈，才是*好的选择。",http://img3m5.ddimg.cn/0/6/24144615-1_b_11.jpg,开 本：16开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787550284883,"图书,童书,绘本/图画书,精装图画书,中国原创,图书,童书,3-6岁,卡通/动漫/图画书",,,,
 红楼梦原著版（上、下册）（全两册）（1-9年级必读书单） 权威版本！收藏经典！,曹雪芹,2013-01-01,人民文学出版社,59.70,59.70,,本书为中国古典文学读本丛书。 如果你还在为了阅读或收藏价格昂贵的中国古典名著而在书架前徘徊，那么现在你不用愁了，该版的《红楼梦》，不仅价格便宜、印刷美观、装帧古朴，收藏、送人都让你特有面子！实为古典小说的**普及本！ 本书初版于一九八二年三月，距今瞬已十二年。本书初版以来，受到广大读者和专家们的欢迎，也得到了不少指正。这十二年的岁月，使我们进一步认识到，我闪当时确定的几个原则是正确的：一是我们所选择的底本 庚辰本，确是一个学术价值很高、接近曹雪芹原稿的珍贵本子，我们以此为底本，就使这相校本有了很好的基础；二是我们确定的校勘原则（详见《校注凡例》）也是正确的，这样就使我们的校勘工作做到了审慎和准确，不至于随意改动底本文字，从而较好地保持了原本的历史面貌；三是我们确定的注释原,http://img3m1.ddimg.cn/9/22/102771-1_b_5.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787020002207,"图书,小说,四大名著,红楼梦",,,,
 原声触摸发声书：听，什么声音（套装全6册） 能按出声音的触控玩具书，专为视听敏感期宝宝打造！自媒体母婴公众号联合推荐！汇集动物、交通、乐器、大自然等36种“真实原声”，中英双语，耳育启蒙！步步联盟出品。,YOYO出版社,2016-09-01,中国环境出版社,313.50,330.00,9.5折 ,温馨提示：此商品版本更替中，新老版本随机发货，敬请谅解。 编辑推荐： 专为0到3岁视听敏感期宝宝特别定制，视听敏感期宝宝的专属读物《听，什么声音》，是一套能按出声音的奇妙绘本！用指尖轻点每一页上的圆形触控面，柔和美妙又有趣的自然原声就会悦耳响起，带给小宝宝们视 听的新奇阅读体验。 音源均采集于自然界和器物原始声音，力求 真实 ，让宝宝足不出户就能拥有 自然 、 真实 的耳育和声音启蒙。 真实自然 的声音多种多样：有12种动物的叫声、6种交通工具的发动机声、6种大自然的声音和12种乐器的演奏声。 一套绘本，多种玩法！每一页都是一个情境小故事，启发宝宝们的想象力；中英双语，让宝宝从小两种语言同步学习；玩听声猜物小游戏，锻炼宝宝的记忆力和声音辨识能力。 真实的声音，清新温暖,http://img3m9.ddimg.cn/8/14/25214219-1_b_7.jpg,开 本：24开,纸 张：铜版纸,包 装：精装,是否套装：是,国际标准书号ISBN：9787511129055,"图书,童书,玩具书,发声/多媒体/乐器书,图书,童书,0-2岁,益智/游戏,图书,童书,婴儿读物,游戏书",,,,
 生活需要仪式感 （把温暖和感动带给你在乎的人） 拥有仪式感，你才能真正成为有爱、有温度、有人情味的人，得到认可与尊重，收获惊喜、浪漫、幸运和精彩。人民日报强烈呼吁，3000家媒体感动推荐，5亿人热情参与。黄磊、何炅、刘嘉玲、孙俪都在推崇的生活态度。,李思圆,2017-12-20,山东文艺出版社,32.10,36.00,8.92折 ,1. 青年作家李思圆重磅新作，写给有心改变却失去方向的人。［人民日报］强烈呼吁，3000家媒体感动推荐，5亿人热情参与。阅读过本书的人，无不为之鼓舞，找回了失去已久的精彩生活。 2．为每一个普通的日子和行为赋予仪式感，标定它背后的精神内涵，你收获的将是惊喜、浪漫、幸运和精彩。仪式感能让你真切地感觉到，自己是在享受生活，而不仅仅是麻木地活着。你为此付出的一切，将给你带来额外的满足感、安全感、存在感和归属感。 3．仪式感就是使某一天与其他日子不同，使某一时刻与其他时刻不同。当日子清苦而平淡时，仪式感能让你心怀期望，消除困顿；当日子奢华而浓烈时，仪式感能让你心有所定，化解沉迷。 4．仪式感与刻意、矫情、做作、虚伪无关，它是你热爱生活的一种方式。生活本身就摆在那里，你对于生活的付出与热爱,http://img3m4.ddimg.cn/58/12/25209814-1_b_2.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787532955732,"图书,成功/励志,人生哲学,人生智慧",,,,
 富爸爸穷爸爸（20周年修订版）（团购，请致电400-106-6666转6） 《纽约时报》《商业周刊》《华尔街日报》《今日美国》畅销书榜第1名。央视《对话》15周年庆典，《富爸爸穷爸爸》入选大家共同关注的五本书之一，富爸爸系列已发行109个国家和地区，累计销售4000万册,罗伯特·清崎,2017-09-30,四川人民出版社,45.50,48.00,9.48折 ,20 年前，罗伯特 清崎大胆预测，《富爸爸穷爸爸》汇总其先见之明！ 20 年后，罗伯特 清崎实力印证， 20 周年修订版 揭秘其后见之明！ 人们之所以深陷财务困境，是因为他们在学校读了很多年的书，走出校门才发现自己对金钱一无所知，无法适应残酷的现实世界。 如果你想成为富人，如果你想实现财务自由，别再让自己为钱工作了，开始让钱为你工作吧！,http://img3m7.ddimg.cn/74/15/25154687-1_b_3.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787220102912,"图书,投资理财,理财技巧",,,,
 小熊宝宝绘本（2018版全15册）蒲蒲兰经典畅销绘本！新手妈妈的育儿宝典，销量超千万册！(0-3岁) 情节简练，细节反复，培养幼儿语言发展。生活启蒙，引导宝宝养成良好生活习惯。底衬附有专家的指导文字，提醒爸爸妈妈们亲子共读时不要忽略精心布置的细节哦！蒲蒲兰绘本馆超级畅销书！当当五星级童书！,佐佐木洋子,2007-05-16,连环画出版社,94.10,96.00,9.81折 ,随机赠送小熊宝宝一次性围嘴。 ☆ 中国千万新生宝宝人生的*本书！ ☆ 情节简练，细节反复，培养幼儿语言发展。生活启蒙，引导宝宝养成良好生活习惯。 ☆ 底衬附有专家的指导文字，提醒爸爸妈妈们亲子共读时不要忽略精心布置的细节哦！ ☆ 圆角设计不伤手，可放心交由孩子自主阅读，让宝宝及早体验阅读的乐趣！ ☆ 蒲蒲兰绘本馆超级畅销书！当当终身五星级童书！,http://img3m8.ddimg.cn/87/1/25289538-1_b_4.jpg,开 本：24开,纸 张：铜版纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787505608252,"图书,童书,婴儿读物,图画故事书,图书,童书,0-2岁,图画故事",,,,
 东野圭吾：恶意（2016版，东野圭吾四大杰作之一） 与《白夜行》《嫌疑人X的献身》《解忧杂货店》并称东野圭吾四大杰作。无边的恶意深不见底，有如万丈深渊。读完《恶意》，才算真正认识东野圭吾！,东野圭吾,2016-11-01,南海出版公司,27.30,39.50,6.92折 ,★《恶意》与《白夜行》《嫌疑人X的献身》《解忧杂货店》并称东野圭吾四大杰作，读完《恶意》，才算真正认识东野圭吾！ ★从未遇到《恶意》这样的案子：杀人不是目的，而是手段；死亡不是结束，而是开始。 ★潜藏在人心底的无边恶意深不见底，有如万丈深渊，让人不寒而栗。 ★东野圭吾在《恶意》中巧妙地设置了一个又一个反转，从阴谋实施到真相大白间的精巧设计，令读者赞叹不已。 《出版家周刊》（美国） ★《恶意》作为一部推理小说，极尽曲折复杂周密；同时又深刻揭示了人性，达到很多纯文学作品未能达到的深度。《恶意》可与同一作者的《红手指》对照着读。在《恶意》中，恶是没有底线的；在《红手指》中，善残存于恶的底线之下。 止庵 ★你心里藏着对他的恶意，这仇恨深不见底，深得连你自己都无法解释。正是它导,http://img3m4.ddimg.cn/49/29/24041704-1_b_6.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787544285148,"图书,小说,侦探/悬疑/推理",,,,
 银火箭少年科幻系列 （8册。亚洲首位“雨果奖”得主刘慈欣主编，根据《流浪地球》改编的电影大年初一上映。套装内图书获银河 史无前例的超牛作者阵容，8位国际一线科幻大咖重磅之作。星球危机、生化实验、虚拟空间、非人类生命四大经典主题，帮助孩子建立系统科幻框架。被译成100多种语言、改编成100多种影视作品全球传播（9岁以上）,刘慈欣,2018-04-02,浙江教育出版社,192.00,256.00,7.5折 ,面对日新月异的科技进步，身为父母我们经常扪心自问：该如何帮助孩子驾驭新技术，成为新时代的领跑者？家长对孩子的科学故事投资，能帮助孩子在未来的科学世界中发挥优势。这些故事也能让孩子离开手机屏幕，在科技的世界中感受好奇和热情！ 另外，中国传统文化不重科学和实验，中国男孩成长的柔性倾向，更是让我们想出一套 刚性十足 的少年小说。科幻界 诺贝尔奖 雨果奖的开花结果，把科幻小说推到更多人的面前。 银火箭 是我们从几百册国内外好书中精心挑选出来的佳作，是一套涵括中外科幻、幻想、科学方向的大系列图书，希望在这个工业4.0时代，这套书能启发孩子们的创造性天才。 亚洲首位 雨果奖 获得者刘慈欣主编并强力推荐。 从几百册科幻小说中精心挑选，收录8部国内外一线科幻大咖经典代表作。 内容涉及4种zui典型的科幻,http://img3m2.ddimg.cn/46/31/25259302-1_b_11.jpg,开 本：32开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：25259302,"图书,童书,外国儿童文学,幻想小说,图书,童书,11-14岁,文学",,,,
 这就是二十四节气（中国二十四节气彩绘版，文津图书奖获奖绘本，共4册） 3-6幼升小亲子共读少儿科普百科读物 7-10独立阅读大自然主题儿童绘本 由中国科学院地理资源所研究策划编撰 为儿童讲述中国传统节日二十四节气的原创科普图画读物 祝贺中国二十四节气申遗成功,高春香,2015-09-01,海豚出版社,60.00,100.00,6折 ,当你在春分日仰望北斗七星、夏至日看到影长的变化，是否也和古人一样听懂了它们的诉说？无论是在城里还是在农村生活，我们都是自然的孩子，二十四节气，就是大自然母亲说给我们的语言！ 《这就是二十四节气》，用适合孩子阅读的图画书形式，把中国传统智慧和现代生活方式结合起来，揭示了自然界的魅力和农业的趣味。书中用精美的图画呈现出城市里孩子不常见到的农村生活劳动场景，唤起孩子心中至真至美的感受，同时启发孩子们知晓，无论生活如何变化，我们应该关注农业农村，关注纯粹的自然，关注我们衣食的初来源。 书中涉及知识面广，编排清晰简明，选材紧贴儿童心理和求知特点，有助于拓展和激发孩子的博物兴趣，也能回答日常生活中孩子提出的许多疑问，十分适合家长、老师与孩子们共读，对于传统文化启蒙和自然科学教育都是,http://img3m5.ddimg.cn/20/15/23808035-1_b_2.jpg,开 本：16开,纸 张：纯质纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787511026118,"图书,童书,绘本/图画书,精装图画书,中国原创,图书,童书,科普/百科,科普",,,,
 皮囊（畅销300万册的国民读本，刘德华、李敬泽作序。繁体版面世即进入台湾诚品、博客来畅销榜单） 白岩松、刘同、蒋方舟、阿来、阎连科、张晓龙倾情推荐，献给内心漂泊无依的你，关于亲人、关于故乡，真挚暖心——请勿在公众场合阅读，比如地铁，以免流泪遭围观。 果麦出品,蔡崇达,2014-12-01,天津人民出版社,39.80,39.80,,《皮囊》，感动百万读者的国民读本 由韩寒特别监制、刘德华、李敬泽作序 白岩松、刘同、蒋方舟、阿来、阎连科、张晓龙倾情推荐 推荐您购买果麦其他畅销书：,http://img3m8.ddimg.cn/53/15/23604128-1_b_13.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787201088945,"图书,文学,中国现当代随笔",,,,
 薛兆丰经济学讲义 新老版本封面随机发货。奇葩说导师马东、蔡康永、高晓松等力荐，马化腾、罗永浩、罗振宇、徐小平等都在上的经济学课，撕掉“经济学”吓人表象，核心概念+大师思想+日常案例，用有趣的经济学，助你看懂这个复杂世界,薛兆丰,2018-07-01,中信出版社,40.80,68.00,6折 ,（新老版本封面随机发货~） 薛兆丰老师重磅作品，来自超过27万人共同学习的经济学课堂，得到了大量市场用户的验证和认可。 撕掉 经济学 三个字的吓人表象，通俗有趣、接地气，不像市面上泛滥的 段子经济学 ，没有学术脉络和根基；也不像传统教科书，体系庞大，生涩难懂。 本书包括了经济学核心概念，用大量简单、真实、有趣的中国案例，解释、印证、推演经济学原理，介绍众多经济学大师思想，一本书培养经济学思维，构筑经济学的知识体系。 在内容结构上，囊括经济学所有核心议题，但每一个议题又都独立成篇，每一篇都是一个独立的知识入口。你既可以从头到尾通读，也可以随手翻开一篇单独的章节，把它作为一本经济学指南，随时查阅。 马化腾、罗永浩、徐小平、刘润、罗振宇等都在上的经济学,http://img3m7.ddimg.cn/42/18/25307907-1_b_5.jpg,开 本：32开,纸 张：纯质纸,包 装：线装,是否套装：否,国际标准书号ISBN：9787508689586,"图书,经济,经济学理论,其他经济学理论",,,,
 米小圈上学记三年级、四年级（套装共8册） （风靡小学校园 米小圈上学记合集 爆笑日记 好玩的插图 附作文魔法 分龄阅读 和乐观幽默的米小圈一起长大 ）,北猫,2018-04-01,四川少儿出版社,180.00,200.00,9折 ,《米小圈上学记》畅销3000万册 同名广播剧点击量超过10亿次 荣获 中华优秀出版物提名奖 每册书后附一招超有用的作文魔法，从入门到进阶，轻松搞定作文 三年级的米小圈很倒霉了，四年级的米小圈呢？ 哎 一言难尽。不过，古怪、机灵、善良、单纯的米小圈总能乐观面对困难，积极解决问题，甚至向需要帮助的人伸出援手。 三四年级进阶版，图文搭配，轻松阅读。三年级全书标示生僻字词与成语，让小读者在阅读的过程中，加深印象。四年级还收录了米小圈多格漫画，让阅读更加有趣。 乐观善良的米小圈，伴随你一同成长！,http://img3m5.ddimg.cn/89/19/25261325-1_b_3.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787536587793,"图书,童书,中国儿童文学,传统文化,图书,童书,7-10岁,文学",,,,
 米小圈上学记一年级（套装共4册） （风靡小学校园 米小圈上学记合集 爆笑日记 好玩的插图 附作文魔法 分龄阅读 和乐观幽默的米小圈一起长大）,北猫,2018-04-01,四川少儿出版社,90.00,100.00,9折 ,推荐购买： 《可乐的一年级（套装共4册）》 一个不肯离开幼儿园，不愿意上小学的米小圈； 一个初进小学校园，让老师和同学们啼笑皆非的米小圈； 一个不愿意学画画，只想当一名卖冰激凌的老奶奶的米小圈； 每一个刚走进小学的孩子，身边都有一个米小圈 《米小圈上学记》 ：送给小学生的一本书 一年级注音版：好玩的成长日记 幽默的内文插图 有用的日记魔法?,http://img3m7.ddimg.cn/91/21/25261327-1_b_3.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787536587694,"图书,童书,中国儿童文学,成长/校园小说,图书,童书,7-10岁,文学",,,,
 米小圈上学记四年级（套装共4册） （风靡小学校园 米小圈上学记合集 爆笑日记 好玩的插图 附作文魔法 分龄阅读 和乐观幽默的米小圈一起长大）,北猫,2018-04-01,四川少儿出版社,90.00,100.00,9折 ,米小圈遇见未来的自己； 女魔头 同桌变身 卧底 ； 神秘的猫先生搬到了米小圈家的隔壁，好奇的米小圈和神秘的猫先生会发生怎样有趣的故事？ 四年级的米小圈身上有着层出不穷的新鲜事，就像四年级的我们，认识世界、认识自己，多了一些感动，也多了一些疑惑 幽默小孩米小圈，和你分享他的新故事 《米小圈上学记》四年级：全新的故事 全新的漫画 新鲜的作文魔法 还有北猫叔叔爆料自己如何成为一名作家！不容错过！,http://img3m6.ddimg.cn/90/20/25261326-1_b_3.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787536588103,"图书,童书,中国儿童文学,成长/校园小说,图书,童书,7-10岁,文学",,,,
 局外人（如果你在人群中感到格格不入，一定要读《局外人》 ！全新精装插图珍藏版！诺奖作品，此生必读，耐人回味。）【读客经 此生必读！这一次终于读懂《局外人》：留法加缪研究专家原创万字导读，韩国插画师原创彩插还原经典场景，新锐译者全新译本！精装彩插典藏版！读客熊猫君出品,加缪,2019-03-01,江苏凤凰文艺出版社,42.80,45.00,9.52折 ,◆ 如果你在人群中感到格格不入，一定要读《局外人》！ ◆诺贝尔文学奖得主 加缪的代表作！ 法国存在主义文学代表作，法国荒诞哲学代表作， 文学史上的不朽名作！ ◆在人类文学史上，《局外人》以其独特的视角展示了世界的荒诞性，成为 二十世纪整个西方文坛具有划时代意义的伟大作品 。 局外人 也由此成为整个西方文学/哲学中至为经典的人物形象和至为重要的关键词之一。 ◆ 文学史上的经典开头Top10 ：今天，妈妈死了。也可能是昨天，我不知道。 ◆团队倾力打造全新版本， 五大必入理由，只为你 这一次终于读懂《局外人》 ！ 1.法国巴黎索邦大学文学博士、加缪研究学者 原创万字导读。 2. 韩国设计师原创 荒诞感 彩插 ，生动还原《局外人》经典场景。 3. 新锐留法译者全新译本 ，展现《局外人》 冷峻 文字风格。 4. 精心收录加,http://img3m3.ddimg.cn/92/29/26516153-1_b_4.jpg,开 本：32开,纸 张：轻型纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787559427434,"图书,小说,世界名著,欧洲",,,,
 我喜欢生命本来的样子(周国平经典散文作品集) 影响和改变万千年轻人对人生的思考和生活的态度！上市半年以来，销售突破10万册，4万读者诚挚推荐！2017年，周国平散文ZUI佳精选集！裸书脊精装，四色印刷，林帝浣插图，但愿你保持住一份生命的本色!,周国平,2017-02-01,作家出版社,42.30,45.00,9.4折 ,★ 周国平首部裸书脊作品集 周国平执笔36周年，迄今为止*经典、*值得收藏的周国平散文精选集。周氏散文以哲思和文采著称，寓哲理于常情中，深入浅出，平易之中多见理趣，多年来深受读者喜爱。 ★ 周国平终极人生智慧之书 生命到底有没有意义？生命*珍贵的是什么？仅有一次的人生应当如何度过?哲学家周国平告诉我们，每个个体要尊重生命本来的样子，当好自然之子。 ★ 图文并茂，四色彩印 本书为哲学家周国平先生毕生散文精华，精选了60余幅插图，全彩印刷，在完美的视觉体验中带来内心的宁静。,http://img3m0.ddimg.cn/28/30/24198400-1_b_4.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787506391542,"图书,文学,文集",,,,
 浮生六记（汪涵、胡歌推荐，畅销300万册。沈复给芸娘的绝美情书）【果麦经典】 “我们要学会用美的眼光，去发现周遭的一切”著名主持人汪涵念念不忘反复在节目中向观众推荐的一本书！本版白话精心译述，民国本精校原文欣赏，更好读懂中国挚美经典！,沈复,2015-08-01,天津人民出版社,32.00,32.00,,◆本版《浮生六记》选开明书店民国本为底本，考以《雁来红丛报》本、霜枫社民国本、林语堂英译本重新点校。 ◆知乎、豆瓣逾百万粉丝， 一个 APP超人气作者张佳玮以白话文精心译述，并作长文译记为读者导读。 ◆本次出版独家收录 沈复三十年游历图 、 沈复的一生 （年表），并附 光绪三年初版序 潘麐生题记 光绪三年初版跋 ，便于读者朋友更好读懂中国挚美经典，从中获益。 ◆《浮生六记》篇幅不过四万字，却无法用 有趣 、 精致 、 伤感 将其简单概括。俞平伯一生钟爱《浮生六记》，赞其 俨如一块纯美的水晶，只见明莹，不见衬露明莹的颜色；只见精微，不见制作精微的痕迹。 林语堂则视之为知己： 读沈复的书每使我感到这安乐的奥妙，远超乎尘俗之压迫与人身之痛苦。 ◆著名主持人汪涵曾多次在节目中提起这本,http://img3m7.ddimg.cn/52/5/23751637-1_b_34.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787201094014,"图书,文学,中国古代随笔",,,,
 小鸡球球触感玩具书：全5册 0-3岁幼儿纸板绘本，1种发声器+5种互动游戏+14种模切洞洞+ 28种触摸材料，和畅销百万册的小鸡球球一起玩触摸游戏，以发展触感为主，其他感官为辅，助力早期认知发展。（心喜阅童书出品）,海豚传媒,2016-11-15,长江少年儿童出版社,225.00,250.00,9折 ,★畅销百万册小鸡球球系列又添新作，9-24月龄触感发展力荐，告别单纯的单物触摸，升级触摸书的理念。 ★触摸书只是摸一摸还不够，其实可以更好玩！以触摸为主体，附加各种翻翻页、按压发声器、多种模切的洞洞 融合孩子喜欢的藏猫猫、猜猜、翻翻、找找等游戏，综合刺激孩子的手部动作、触感、听觉、视觉等感官，助力早期认知发展！ ★设置同类材质的不同密度材料，比如不同细腻程度的绒毛，让孩子去触摸和感知，锻炼宝宝的触觉敏感性。 ★坚固的硬纸板和磨圆角设计，能够让孩子随意翻、拍、打、扔，而不会损坏，各种附加的小机关和小零件，让这套书更具玩具性，可以和家长互动阅读，也可以自己体验翻书乐趣，自己去触摸，真正体验早期阅读的乐趣！,http://img3m1.ddimg.cn/8/17/24105221-1_b_25.jpg,开 本：48开,纸 张：胶版纸,包 装：精装,是否套装：是,国际标准书号ISBN：24105221,"图书,童书,婴儿读物,游戏书,图书,童书,0-2岁,益智/游戏",,,,
 乌合之众 : 大众心理研究 群体心理学奠基之作，弗洛伊德誉之为“当之无愧的名著”。中科院心理学硕士2018全译本，更完整、专业、流畅。被希特勒利用，影响罗斯福、戴高乐等政要，三次遭禁。康辉、袁立等推荐阅读,古斯塔夫·勒庞,2018-04-06,民主与建设出版社,18.70,26.00,7.2折 ,◎一本赞扬和骂名同样猛烈的书。 它提出了惊世骇俗的 暴民理论 ；它预见了20世纪的心理学和政治发展；它影响了所有不想被他影响的人，如弗洛伊德、戴高乐等；它道出了我们感到不舒服却不得不认可的真相 不想做乌合之众却常常不自觉地置身其中 ◎一个全译本。 ⑴ 不同于一些版本跳过某些较难句子、段落未译，本书完整译出所有句段。 ⑵ 保留原著中作者添加的所有注释，以及改版后作者再次添加的注释。 ◎一个更流畅的版本。 ⑴ 青年翻译家马晓佳，中科院心理学硕士，持二级心理咨询师证，尤其擅长翻译心理学著作。同时具有英语专八资质，作品受到俞敏洪、李阳的称赞。 ⑵ 本书为极简翻译文风，比经典译本少1/5的字数，纠正其中30余处硬伤、千余处语焉不详。历时一年翻译完成，反复修改20多遍，减少艰深晦涩之处,http://img3m9.ddimg.cn/25/29/25246609-1_b_1.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787513919524,"图书,心理学,心理学经典著作",,,,
 我爸爸+我妈妈（全2册） ★清华附小推荐的绘本！★经典绘本 :大卫系列、大脚丫系列、奥莉薇系列、花婆婆、我爸爸我妈妈、我喜欢书、是谁嗯嗯在我头上、让路给小鸭子、不许抠鼻子、海伦凯勒、雪花人、*次自己睡觉、蝴蝶豌豆花、菲菲生气了,安东尼·布朗,2014-05-01,,44.40,71.60,6.21折 ,全天下的父母和孩子都会爱上它。 英国《妇女界》 称赞安东尼 布朗是 天才 。 英国《卫报》 《我爸爸》《我妈妈》的插图令人激赏难忘，用书本鲜见的方式颂扬了父母。 英国《独立卫报》 相关推荐：安东尼 布朗《我哥哥》 购买链接： 安东尼.布朗家庭系列作品： 《我爸爸》 《我妈妈》 《我哥哥》 《小凯的家不一样了》 《朱家故事》 《谁来我家》 《动物园》 《公园里的声音》 安东尼.布朗童趣系列作品： 《大猩猩》 《看看我有什么》 《捉小熊》 《小熊总有好办法》 《小熊的童话大冒险》 《小熊进城》 《我喜欢书》 《形状游戏》 《威利的奇遇》 《穿越魔镜》 《一起玩旋转游戏》 优秀绘本 推荐： 美国凯 迪克大奖绘本购买链接：（ 小学、幼儿园推荐绘本，激,http://img3m2.ddimg.cn/34/20/23483032-1_b_9.jpg,开 本：8开,纸 张：胶版纸,包 装：精装,是否套装：是,国际标准书号ISBN：23483032,"图书,童书,绘本/图画书,精装图画书,欧美,图书,童书,3-6岁,卡通/动漫/图画书",,,,
